Parameter,Fmax,beta,power,beta,power,beta,power,beta,power,beta,beta,power,beta,power,beta,power,beta
Control,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Variable,,pr_mean.nc,pr_mean.nc,tas_max.nc,tas_max.nc,Tree_cover_vcf.nc,Tree_cover_vcf.nc,vpd_mean.nc,vpd_mean.nc,beta0,Tree_cover_vcf.nc,Tree_cover_vcf.nc,Total_cover_vcf.nc,Total_cover_vcf.nc,cveg.nc,cveg.nc,beta0
612,26.245283096552043,-114.54262546732033,1.1303835554506323,42.1007671776851,3.7618108520980886,-1.7022462037956967,1.045619284932947,4.213776311659607,0.3470887288145472,26.245283096552043,35.6689907661763,0.608947485254133,35.258669237996244,11.945702848162654,1.1999992447795602,4.031243578524893,1.561700875557213
613,29.419735410458728,-115.24183309977307,1.1263111943969972,42.41111454015102,6.716016355869759,-1.4895755675949327,0.6996895939570399,4.266677041933457,0.6894083166646797,29.419735410458728,33.74708927676779,0.5096173978197727,37.81530594577966,6.455573604688827,0.6022608318537569,16.843543677239357,1.0657985781295307
614,27.29250991824988,-116.63733819280033,0.9893949596783695,42.738755852384664,0.47294634456837065,-0.6522109519268423,1.4994743935366872,3.495812592574073,0.6625778065788495,27.29250991824988,27.10108262614997,0.6522361978673176,95.92474610342664,0.9878348010387435,1.9132591573101378,0.4727780734815378,0.35755071506138414
615,26.87308109589189,-116.44857459707815,0.8996203218679356,42.42667985697895,0.903255102533036,-0.5969168389792022,3.068714192376446,3.9302272462328753,0.4455663759964746,26.87308109589189,21.69269597227699,0.6566694849442517,67.10277084837789,0.7690360846457778,1.2872623374008876,0.7258627971170319,0.24328005111509843
616,27.21954927514201,-119.35127796047584,1.3224138314453286,43.311969149859934,1.3182285500727053,-1.000943012415813,0.43772221387173993,3.809308019708154,2.2770699421297644,27.21954927514201,42.6910370035901,1.8413389872159738,26.066933262468563,1.1113283332479587,1.3692817166941704,1.2813777425761108,-0.191908658495995
617,27.656037177964123,-110.40533000866523,0.44405808492544735,38.72022236536205,0.4875324819029454,-1.1590304755739358,1.6204501968336251,5.8564112911961805,1.1549561174256622,27.656037177964123,20.404248623402196,0.9637003588051142,60.6606398718229,0.2828645575121042,0.8546648438464376,0.9811127937983237,-0.6563851161046936
618,27.349226032864596,-110.12185723202937,0.566257708475032,38.831944744692926,0.6036304419392305,-1.3988819713917167,1.655232565858104,6.1373538063411415,1.0992230613212672,27.349226032864596,16.477971852881268,1.063947300882262,62.440293815755545,0.29637042403849473,1.0029868870627014,0.7476490785621951,-0.8236488290469004
619,31.988295312024444,-113.13697997814165,0.8437399308045935,40.13549839174102,0.5251456323653811,-1.2002880875933715,5.917109751113937,5.33943453097212,1.2550197047002611,31.988295312024444,29.246984369941888,1.3247358390491248,27.22768622520966,1.41396318662831,4.180188765126696,1.5494707039893114,-1.753307203809406
620,41.30665182446936,-114.05607050032084,0.9297351894890272,40.346091471156036,4.842660615289186,-1.1484665021024025,3.6131683252218316,5.148020812095223,0.6720934531898436,41.30665182446936,28.465092228202753,0.661644356828424,33.99748351921986,0.15951292585226787,0.29784051940925205,0.573165278022478,0.9999572402848191
621,42.99772505201426,-115.96345039243286,1.2361263767235393,40.99076094273242,1.017573483615696,-0.7964116213330477,1.8523376711715076,4.721162631940446,1.1045810833556564,42.99772505201426,22.35530428983424,2.096200712087558,42.048628696036644,0.19797708693116234,1.9737741591464535,1.2554907412120395,-1.6440822735291936
622,33.91335395214436,-113.6955026056037,0.14734090312396406,42.48342732884034,0.8025276561378174,-1.616795018141917,0.9865096832760023,4.073650163125647,0.5317283913029924,33.91335395214436,26.927280592043275,1.3511419629024453,32.95700494343242,1.361271632132358,0.992074141057549,0.6152824056544794,-2.2514206783208355
623,38.61985069538146,-119.79934669948891,0.5841669020528499,43.489173151194585,1.1549359883183388,-0.8102723072028033,1.1615841988106221,3.4810994389195904,3.5128976225421416,38.61985069538146,16.854788986308552,0.30194370117197167,86.71724405902262,2.9100998513877054,1.9032172527076645,0.8429781025239547,1.413590366170998
624,39.60075083200338,-119.19897134915853,1.017748429478878,43.53604735010756,1.2769915954999589,-1.3473592347865702,0.37072333612699715,3.3456875352756814,1.0239939307351063,39.60075083200338,19.3988067326579,0.49230884861635016,44.84121347856767,3.551533965371023,4.666309742598226,1.2187609628286227,0.7576059396506998
625,37.40256944853104,-121.20759744605564,1.1980362084110479,44.980823239885915,1.1779743075262252,-1.5491531084462395,0.8625080097339262,2.808336671154178,0.25723581091996006,37.40256944853104,29.06499055692417,1.5124163510643471,44.791716148283285,3.1465718197963635,3.914016536547509,1.2216592508947022,0.949093605237711
626,30.402407161590833,-109.43109245706336,2.6230998103437986,39.60671318064318,1.1940316590414477,-1.2192942446919603,1.0825639465396288,5.468609613236331,0.4378314574868213,30.402407161590833,29.643210377445644,0.491364084605971,38.09533109637878,2.9914099699323446,5.8833831019746885,4.3862177093452415,1.2400301873139181
627,33.2956737220685,-118.15472076588958,0.42413504618252096,41.859474059881165,0.6423165952331318,-0.865900649963669,0.879945100337742,4.299721935404255,2.2878619240023816,33.2956737220685,29.39426016496912,3.0848723487078438,29.323312126739467,0.1812205162010991,0.11221041613598642,0.10285311970403659,-0.8085413031501044
628,35.053078395890424,-121.01292351674401,0.8191045281857777,45.44428513183368,1.0744878215754265,-1.65043934481639,3.1828718889966394,2.603019867362718,1.1388841159298897,35.053078395890424,26.3034219046481,2.89625944369256,30.258660491154032,0.42843180623042304,2.591014620208169,0.20152833032914205,-0.42396774240772683
629,32.4307363142859,-121.08053971463892,1.7955896492270986,44.669395975428905,2.9947359905858324,-1.5996358603989944,1.7319694659269702,2.987506446863152,8.134999076079913,32.4307363142859,28.20258781822259,4.71387345148994,29.09866654469208,0.6608190335445538,0.8228687524148384,0.9182848777019988,-0.6841621239631759
630,32.077342778761064,-124.92072145094335,4.036909580633865,46.1913601358649,0.4362311521984645,-1.0565380059490599,3.9936074903704517,2.195949112767724,0.624333045453686,32.077342778761064,22.943673923214693,1.7960661296848703,38.552584370974635,24.333287487647446,0.40493698749584345,0.6955018827944224,0.4617623611596072
631,29.685098750819954,-120.6440804617633,0.16168121095592528,44.313698791544,0.39804063873746964,-0.9628626943479571,0.5729740318510554,2.962514977375005,0.6066896074607997,29.685098750819954,16.845701694843136,1.5729780443055636,89.08834107420087,0.20740979035353818,3.831391046211337,0.8482906939382222,-1.611979906389256
632,28.345754879616315,-120.60871419209133,0.33784264571501776,44.7079877951798,1.1127501777697533,-1.9278626163654966,2.1463470446948945,3.080208377990043,0.3956544879347499,28.345754879616315,22.40718346491256,2.539552727131896,51.231827904173535,0.29355723073383827,0.3312299334449292,0.772920435008524,-0.6345479119364509
633,26.8949324623839,-120.19277738652711,0.6403874158347851,43.30902796857509,0.2985459278947631,-0.9901676668618549,1.5302070059714192,3.660547639368925,0.18639941178502345,26.8949324623839,11.802169005402568,1.4032303230196614,63.1087557428556,0.20494392559494048,5.8082886332678205,0.9749305851170068,0.38184294905208216
634,28.486419679049202,-121.27258575449582,0.52933537776569,44.44943329295423,0.09635090616789656,-0.9635892301485844,0.5446160996889996,2.8602138144236733,0.11190835469748715,28.486419679049202,19.92278505564521,0.6916328147397733,45.51730070409334,0.19317172877894095,0.45931541412620724,0.2747246909403816,0.4280203594772376
635,26.487877133457555,-121.22377038820761,2.0643988350059366,44.59448710338952,3.422272045614035,-1.1796415883271039,0.2409015426118683,2.8597645176840474,0.581574600084326,26.487877133457555,16.403954172700853,0.8626964957807469,59.84961132815529,0.49852606450449005,2.620575188357075,0.7234430633795256,0.8950264852246496
636,26.84831897354876,-119.88990810362777,1.4039628526696442,44.402759243568944,9.249742387727157,-1.0905105869393303,0.3105336393163441,2.7643645051655543,0.23245491859417092,26.84831897354876,22.366867943608096,0.4613084931993562,36.24866247906212,0.3785017526033275,3.2101297123922548,1.562120285211115,1.7897340709790464
637,26.89412788317648,-119.3918830224939,1.6289211378529838,43.13665088808103,1.8618161451630724,-1.1098420826852584,0.9804039036128532,3.820960499755769,1.0011037329758425,26.89412788317648,19.19693816509148,0.4436632895324857,38.857587326800996,0.7037540576147514,2.8143935908467794,0.8962539929404735,-0.004171715491058985
638,28.058357678103008,-117.23130101247435,0.8542173520125731,42.461939079916725,0.5005191703943479,-0.9151707034024766,6.519366169536001,3.959306914859819,0.9180914055221209,28.058357678103008,25.568949546525594,4.33572170931792,50.71610258550203,2.567338926475415,0.6845493621590848,5.373547130569961,0.6960753108675328
639,28.034577641078965,-117.35642599377671,0.5446782799624357,42.975590528733775,0.45847237190870377,-1.0699614422648356,4.400928762914759,3.6760536199043456,1.1814892735185127,28.034577641078965,17.91726963679651,3.039131111772493,45.631306985543944,1.6266831550810377,4.442596022020674,3.267972387433205,0.5875828177792206
640,27.210986810166446,-117.81353034128784,0.6333755198833955,42.82225960011057,0.4614279773603034,-1.0454264011672105,4.06237962399645,3.678825282562014,1.0378821446146285,27.210986810166446,17.11071933276571,2.9729816311614794,45.37801041331496,1.7738477409436006,4.564516925156436,3.5772687757009365,0.46971439881927324
641,27.727681953677603,-115.82661809815765,0.1858871203499609,42.2202234717244,1.2084549715213253,-1.37863457362218,0.6118936587420495,4.099684148238624,0.421294329058355,27.727681953677603,28.732140212673382,2.7127058290772,31.762457906022256,0.09755249084096469,0.2715536616353155,0.8774459754623324,-1.275244636376099
642,26.965007907812872,-114.53752191097811,1.3137211494248187,40.93946385913577,0.7195427328282779,-1.2903911960847314,0.7979990049768215,4.720497818664365,0.23332116463986952,26.965007907812872,13.841082947251659,1.0584998018250475,84.77652521181848,0.23817349710513924,3.841169007895317,1.4878780495721646,0.09660215011460652
643,28.460216498320527,-115.70279369448235,1.3954638391966692,40.788172220848395,0.5597824116476005,-1.0993185232420912,0.7083818858582237,4.781382043676148,0.32741487502533306,28.460216498320527,11.952644593074092,1.0329335949840972,88.64580391954127,0.25625257352266406,13.5619883170671,1.5012243300031638,-0.13915940603896845
644,26.319283092675636,-119.36041564614843,0.6034068548616386,43.23807047114133,1.613776399243366,-0.5692654109601005,0.9427338994633095,3.1005323788232957,0.10440899977284986,26.319283092675636,21.755868786301207,1.4195562541844735,52.55357282704587,0.5589379072812787,0.2513414886875351,2.2266641835452226,-1.1491788101940512
645,27.787129015206304,-121.29585559619667,0.8543641946447766,43.788561257008986,1.4319960667270766,-0.44818905495096734,1.5162517876005464,3.1460373764772536,0.2639732164159928,27.787129015206304,31.986571021207084,4.030084520820358,44.94610217731044,0.8419421424223248,0.09584373878548252,1.1740691297463173,-1.2836319642757732
646,27.118365414491244,-109.71736843960574,2.0917459730418595,40.25619639872165,0.6624541956454402,-2.1412087501021078,1.2705587120041992,5.174689612367527,0.6318375887565101,27.118365414491244,17.49993757839463,0.11976509586545117,31.73255044522736,1.240958506512672,11.061892012704277,0.9085930169400314,0.6368396753459165
647,31.477450647691086,-115.58735976232208,0.4123255858382765,40.6168950021712,0.775345144215096,-0.5738907391719915,0.7575786257661405,5.003131548930819,0.5560000110204623,31.477450647691086,37.62785077735621,2.326114187006164,30.387218490635533,1.2782757889416958,1.1415183570370286,0.5618471431560533,0.3505652729185939
648,25.622978306961357,-116.35923007868735,2.5350215985851623,42.159956756460424,1.52948635954126,-1.0167153344153759,1.2088393983694585,4.293137991777488,1.7665988487451778,25.622978306961357,18.208302137895767,0.49300133162994464,69.79719392439216,0.6910167768847885,2.7554173490941496,2.0153088242201083,-0.35007955953296493
649,32.15779383082079,-118.1209814564109,1.3936679162983088,43.5659783034157,0.18860163804544844,-1.358637611196484,0.34834636504098104,3.5262345750145636,0.3111469305493569,32.15779383082079,19.821363779855005,1.7177512128618744,42.652792408634966,2.896468861887215,0.4571413062129002,0.6702289671673118,0.9535246018851119
650,30.258496721997503,-114.3925248942421,0.29244115819165856,41.112243687543994,3.0339400432552375,-0.9971252220167606,0.6064175096923483,4.614407342614539,0.7376738103163039,30.258496721997503,19.27587824417532,0.9182047781965073,42.1659701984536,0.6591730049035769,4.078852088889571,1.0033082836274436,-0.35953497961457476
651,32.243670190113924,-112.50044493892696,0.4116752915072088,40.64664746499572,1.5206221288538189,-1.0444090573213944,0.6849647174029815,4.950934609085181,0.6624158947008244,32.243670190113924,20.07036315103539,0.9899252246112039,41.34607230298553,0.5637840083109873,6.74497129274966,1.0786276021032453,0.1636203791477776
652,25.695742147993833,-116.28302213432707,1.6176022011866604,42.311112764302536,1.075617288911193,-1.0318847068109023,0.3605743706417435,4.064551497193076,0.5111946647851624,25.695742147993833,18.326135739399362,0.6294254207615014,74.95859206874859,1.7902295798465278,0.17804785887554153,0.7363892979323885,0.3829431355304395
653,31.03792710033309,-115.54561314053832,0.44907387746657706,42.347932402298206,3.802751506581297,-1.498424801127498,1.9052586317531035,4.118820757731128,6.159238100379671,31.03792710033309,24.404656715765086,0.7977634936845558,30.7195387381621,0.28966660027501534,6.21122271705311,0.6391857243805134,0.373897712771882
654,28.81288426847203,-116.17435367760092,2.6253311053768753,41.60041656460729,0.16379307590950867,-1.3189047477365266,0.26406379096814897,4.65134713118336,0.24950653238488563,28.81288426847203,4.490828714624437,0.7911874835490096,86.69247156490289,4.012702794683185,18.103224142656714,0.32996335434881935,0.17800479803514802
655,25.930792556575383,-115.22360615965191,0.5784650334810838,41.741269831642775,0.2926850595163702,-0.6555368237017053,0.5226727421699536,4.202853153187252,0.2866337255809161,25.930792556575383,9.922479754842197,0.18435765871970095,60.452481286137804,2.3598298220304113,15.482194516340002,0.39410919522147947,0.7879427689607531
656,29.824284138892338,-112.32932146058151,1.1372382970452841,40.242347251993664,2.22189872723165,-0.7594350707901667,2.005018816319376,5.114814570099398,2.8024143274849496,29.824284138892338,20.775218620743907,3.911678819156772,38.72827802843191,0.30586088429750125,0.14888012700854622,2.416966122042004,-0.8062783413291954
657,28.327394446728064,-112.66791972397093,0.3859945021154914,39.71844507420056,1.0223211192056119,-0.842366871773609,0.8312665107713467,5.3239769394017475,0.2515872844356397,28.327394446728064,19.41981160506995,1.0406764903134376,34.96688120158417,1.2290765697691242,10.619755915532307,1.0963990625756737,-0.4891039461450151
658,33.568693673684166,-120.30260291487402,0.6710388953320967,44.667441020152516,0.6691945244211998,-1.447596276603344,1.151253738810509,3.161099712977072,1.7837926058951465,33.568693673684166,26.795434664123256,3.8857626359699067,37.53007197268566,1.0018650339984083,0.2299373208039768,0.8788576082821864,0.2971208406697002
659,29.652795360663095,-121.48498533048935,0.5827878572601805,45.1536385120387,2.7453965834900282,-1.0366680497296623,1.4475683519622555,2.7226414971701294,4.5131571031828,29.652795360663095,34.00441097001112,4.028891205364293,34.53169392477153,0.4521361836003388,0.43898834566928574,1.4605184055406673,0.2367313061888188
660,31.959568797262158,-110.51884361547961,1.9430932379813164,38.626236146087145,0.6084410587062963,-0.8702897217518998,0.4584671504141171,5.9931445143112185,0.24495232518383017,31.959568797262158,11.790298983097218,0.24379477444236888,52.42173111613844,2.201623386503356,9.897925742377575,1.2017665728464755,-0.6958775072739987
661,38.203625761499325,-110.85541179401554,3.3909162531277732,39.86756033261835,0.4046790239617527,-1.6525560937010675,0.8965574030092203,5.47341228543887,1.8921348755111085,38.203625761499325,16.93259863329756,3.0193348101768347,63.52231486455516,3.123636262886344,0.25363872193187964,1.2033759029335218,0.34421567078731047
662,28.449845795937488,-120.97003247445063,0.2887764404232411,43.267010198252386,1.4257007998145959,-0.942205240566458,1.136609977521302,3.5933383689425153,0.4182585775712633,28.449845795937488,17.146757449327215,0.31064495553011257,65.57988555862534,0.32805818868819653,0.4267278876812327,0.4936070997825252,-1.5013160848600848
663,27.948214654838598,-120.49967806634002,2.8592832586448673,43.539870047857654,2.184444248700601,-0.7185053625797283,0.5546077826565046,3.5272529157542025,0.402448184520305,27.948214654838598,17.03874002475441,1.8473977181288714,47.46493319704331,0.623523592815751,3.693663898191219,2.3730219158385695,0.1618828291971777
664,26.964507289722043,-118.92253877854111,2.555767555239351,42.99688878250699,1.0083083601259604,-0.7699660541740564,0.900175972872833,3.7847554467896103,0.14629125359074588,26.964507289722043,22.346167201478693,10.820181691851749,33.60164923383324,0.3881444670625257,5.568920251310708,1.1030513661761967,0.7618115707404491
665,28.47622904245564,-114.37536305283918,0.39895178998451636,41.82143227801029,1.0364558422649106,-1.4439025206351552,1.292761001574532,4.37437048521584,6.9368968068095676,28.47622904245564,26.209981483287464,0.0863967118326617,32.12859542625263,1.9944403214819744,2.736366673289496,0.3076453211007603,-0.6598762219190067
666,27.645416899358416,-115.84341061732154,0.797913729246631,41.773801774818324,0.5367990587804802,-0.9087372293428789,0.325306273325894,4.321710496599998,0.37801608777707,27.645416899358416,33.40018653722897,2.90307795534034,29.088979997536768,0.680403156537944,0.4669078225968648,3.540164567608532,-0.5059297533041576
667,27.842668572834476,-122.31611292110762,0.84719414753677,44.3214102508373,1.3612641617593835,-1.2879891280296016,2.8662889146932335,3.129172143007676,4.124006058334968,27.842668572834476,24.7390632968375,0.43814504684987404,34.83931696333126,2.1201442742603223,2.5181479903482384,0.28867988032188735,0.3524848956140279
668,27.252154539900232,-121.74050454954964,0.4113911628186594,45.14308392478414,2.2263183343911535,-1.0635110827777472,4.404904113871156,2.6391435551259916,7.799372621925796,27.252154539900232,38.64554797195828,0.1526511960647433,26.043241815850738,1.5259966752801033,3.335940328551381,0.8299423106785279,-0.26934890545705875
669,29.275974096140917,-118.3063857465102,2.5284873180569134,42.63433046676407,0.6965206068825281,-1.2494791675269101,0.23872208432516281,4.061695102799676,0.1483673046062673,29.275974096140917,12.917208551846661,6.419131103802641,73.671721030436,0.6465480801428467,6.151664950220131,0.24273269474282613,-0.6992133197599818
670,26.2799864178496,-109.94519141391969,0.42125532753549466,39.15486852255048,1.7676689123611948,-0.9655180815734464,2.303212750652254,5.876142891996032,6.571549345782211,26.2799864178496,14.948745169267927,0.13069791151273136,22.35866971735223,1.3457142195102558,32.525322026813924,1.3441023280411704,0.7270684044789767
671,27.54727047126893,-111.7086559878196,1.2449658241033716,39.07360450064076,3.2764074561451775,-0.9219773781433034,3.8618419700075215,5.766150158685376,1.409783099473973,27.54727047126893,23.393041603782642,0.6303789309181113,32.90170164868874,0.18562463646673724,5.856769447701312,0.5739747558210119,0.9246152972479856
672,30.751966273043564,-123.71248826021794,0.6041406337801437,45.225528161833296,1.795318900466874,-0.5602098283890204,0.5860098909377973,2.4926654347056765,0.6832570399175266,30.751966273043564,18.54556590603767,1.2728010649895047,75.79496671297598,6.274228394111344,0.3138120635179787,1.4786881967977612,-0.6969126179929312
673,25.950848559635713,-117.62897055187209,0.2461504908914709,43.36811787251443,0.28903311669005677,-2.15864144516713,4.401926825084461,3.857019241131056,0.9461436338604762,25.950848559635713,25.02941659066816,0.9678884781235277,29.92575624638066,0.0840936055145107,2.880091831186518,0.5967451148805825,1.6363060749997729
674,29.4875401559617,-118.07462069765978,1.9375599506968115,41.88755632119018,0.9815826868788434,-0.5782875917669565,0.5290478462092911,4.049367288660897,1.3419692615400756,29.4875401559617,25.31507619245572,0.326201869677942,41.136841807318596,0.39738525664367497,0.47714965693313,0.7518994876038575,-0.8556987338875268
675,29.85709804223597,-116.94542657520978,3.2464775121496308,41.93411160429741,0.945975250142783,-0.5263376557642362,0.47131930936714034,4.221437896208615,1.0391458379925729,29.85709804223597,23.394140663860686,0.1757369487281246,33.792019798122844,0.4062605065214099,0.625131914709056,0.775610815366084,-0.832120715395523
676,27.47178036055401,-115.67774774337342,1.2415959167717032,40.76631539896195,1.3820122578865013,-0.6916037571152962,0.39247111060310264,5.042457741829097,0.7027042981316658,27.47178036055401,30.008726275098873,0.12111512110585193,32.90115055832415,0.3420334606849876,0.2469868802054756,2.149810633090283,-0.3600246522467535
677,27.358266901450868,-115.88670144652605,0.38021822851235026,41.22267430525957,0.5713041597190344,-0.9330285587502058,0.0973247348693292,4.8389337596542505,0.526586552299971,27.358266901450868,6.6596346292672415,0.9829367529482035,101.4242591755121,0.6195345454313613,13.951099862478806,0.058232659026845435,-1.5607707342596344
678,27.666166506561208,-116.6294652430275,0.3961025231672437,41.119693108006196,0.6009581635546636,-0.8985450329734072,0.11453760610803082,4.616227334281207,0.5720466205923445,27.666166506561208,7.137229610312522,1.2472798209671838,95.44301789995421,0.5902833525342733,18.60512788306242,0.05865385258353404,-1.748454108729189
679,28.664164476617252,-115.2969000308952,0.7757102215614581,41.59718567749902,0.2685573131354978,-0.5226071105858829,0.0914691057851118,4.3933194260625035,1.0314540275190305,28.664164476617252,4.517452526384094,0.6041836034205977,109.26101485383752,0.3835467760281104,19.158630200984103,0.36872952919548624,-0.9648233932153091
680,29.91045963738907,-116.39280524750788,3.669017120898318,41.70048228911836,0.42743470276470247,-1.117923013857471,0.23939622690297474,4.577558289754728,0.5087776582298831,29.91045963738907,0.541668551945338,0.15733136330759373,129.2619806858914,0.16323052559888085,28.305800218381492,0.1495476196004952,-0.36367761845108254
681,29.409380175168746,-119.72877856120448,0.27861552541077367,43.42462301199903,3.785174105640059,-1.3347872518721946,4.025569001037553,3.3840523783561105,1.5075551419014943,29.409380175168746,7.9852857498837935,6.896738269662661,40.545538779462554,6.675673233254508,43.52051439464528,1.0634073303943317,0.9650473938692865
682,31.25940180733808,-121.05059945323912,0.7054896442182759,44.71565140674844,1.1753151965692712,-1.1606684290517577,2.5693540533606556,2.800008007960487,0.6087487365932922,31.25940180733808,0.43523080346054677,6.095047033940003,28.274690000049812,6.742934373770211,50.93600684049523,0.9395514343283814,-0.48149177255011916
683,29.491237116650304,-123.25750147718452,2.1915967577394357,43.77053093982843,1.20855845568133,-0.7117839959707525,0.40905320158690384,3.326380043150354,0.666840805783071,29.491237116650304,0.8864203031160036,1.6615755378552521,26.54127341825396,1.0921157648347377,66.90537137355913,0.8601813803647267,0.30973653435733345
684,29.787623370595238,-116.44507322541462,0.33782837219667844,42.99862742415994,1.5704864016036364,-1.573058303565419,0.24889335251708794,3.867151200653243,1.5460818052850442,29.787623370595238,2.1043200239068365,1.244942472018255,76.25976615410855,3.9342690483655853,18.99905815727342,1.0280521606292228,-1.2291193614108458
685,25.900534835380828,-114.696564142199,0.32284529272538903,40.25452162345827,1.5295199842463334,-1.0411875570384463,0.15147002262928663,5.237909980938679,0.04039408953737669,25.900534835380828,2.634369827633297,1.0568458864197967,71.33931242342918,5.156140249885734,22.55543401869725,0.7391932217343388,-0.677193491181469
686,30.3600945440337,-116.3197305523331,3.621601156739543,41.387328495251744,0.6997034543013133,-0.6963673127181096,6.599824694250597,4.501864584433902,24.155442816775377,30.3600945440337,0.5842923574354688,1.5164473519718311,62.82808258987396,0.1952212043990759,26.878910603804854,1.1177077521567622,0.1814497907117561
687,32.92440561491351,-117.72620443271296,0.5476066624759103,42.36848893331842,0.23398355544286226,-0.781241038728581,4.770818853347254,4.038014110110419,2.656245537990061,32.92440561491351,2.034119680472801,0.7895735995610006,46.701294775618294,0.48904550988582746,40.49743497661598,0.3837913567341482,-0.9658818807997964
688,32.31305421107028,-118.42053141062868,0.388209762639043,41.703097617428256,0.27449336748945025,-0.7202304784464463,3.5548301058288945,4.516312049212243,3.7157868671046703,32.31305421107028,2.872585999739103,0.9544610964755408,42.838449213712,0.2873457933141295,59.839364888547514,0.42871850584319343,-0.7688690846534771
689,27.46711366139793,-118.3778479931178,0.4988303562663862,43.408038912565495,0.5035314413676496,-0.5440347851791095,1.3925939884083223,3.325588664556417,1.2833504426432278,27.46711366139793,11.004476824514365,0.9975148442180594,31.540242866762473,1.2783956664238683,29.943883081888075,0.3238011864601145,0.9784799529972731
690,27.22474871904346,-123.1287258566599,1.3972385172185275,43.85105427076692,0.2220889906984669,-0.4938383359216458,0.3540869621618073,3.2323630795202876,2.336531780988632,27.22474871904346,21.174049199696935,0.4041836323429717,40.560892714784536,0.5371005133717964,0.7949940216682327,2.4345867207787713,0.8427988529945751
691,27.961929380568623,-121.31677241216228,1.511830963043594,45.1605603768945,0.3802935966258976,-0.8401379102310492,0.9304472599070924,2.508872132820087,0.5436889256160202,27.961929380568623,21.096409757480973,0.9321042202870087,53.295613986572675,0.5158607486141824,0.4435776254932043,0.5890217398671855,1.325826433924011
692,27.348543274573856,-117.33013570278821,8.183556704721907,43.65677574710012,2.2158653715450267,-1.3177486399195262,2.2933477823265336,3.384253636201107,1.5669658803595197,27.348543274573856,38.2110485509951,0.5700750651852842,26.387189865859952,0.723424344207915,2.841236031341696,1.627258876885073,0.7740007372457112
693,26.96546178460191,-121.28478847141287,1.1670307107767213,43.31139917228805,1.6049516390275789,-1.1981070117398809,2.0778557521163123,3.729518756804593,0.4911789832330957,26.96546178460191,25.91399222339105,0.39135834162980987,36.59964401749749,0.348573606725156,0.8268106571215307,0.9167883759340981,-0.12859683453501994
694,27.621818297971256,-117.6931137815737,0.47571075265087837,43.410368329596054,0.44583407817594667,-0.7548095945145196,0.12784579937665386,3.2687916748349433,0.13372287876070219,27.621818297971256,41.54143702458249,1.4624264837137615,26.45433406819683,0.5200233626615344,4.050286693505457,0.3621069007194137,0.7142299110200339
695,30.10396091572342,-117.94230216985997,0.5519043584886784,42.355966730197935,0.38066400301027686,-0.973834047535907,0.15488210493354934,4.059735679922765,0.14013998246910483,30.10396091572342,19.015806236150958,1.5432001675547788,41.51524444148047,0.37592078921409533,2.9765491355381157,0.30956954329542596,0.10704906723139489
696,36.58355088101181,-116.99078519470413,1.4462423417875452,42.3745636803707,1.4522519281449537,-1.2515543777570295,0.8627515430304,4.1168775229915955,0.7797142887170034,36.58355088101181,18.40885650056739,0.7501157213693221,84.64702194970818,0.3186787714650167,1.3717496845340316,0.2354843137207844,0.8418478927027709
697,36.242062270131356,-115.78381959605008,1.591902715121996,41.488834497915015,2.479943835497784,-0.8967506353342609,0.4857496753330761,4.472161674875726,0.7179002750677363,36.242062270131356,19.39990121910537,1.2974604430135652,73.91989932850274,0.4609159124048628,0.7384962260818845,0.235937010846566,0.08887439945109649
698,32.66615145783657,-121.35759861056371,0.8542347859373463,44.12627497217549,0.483608475291783,-1.6728329004781177,1.360469521322915,3.4923093165075283,1.9256700076666227,32.66615145783657,31.66019155665057,1.7821584618226975,25.30538537050696,4.547950612421714,1.1983521258383867,3.4386129142707644,-0.04384820468507567
699,25.98088293602097,-120.94818542594594,1.1704718337071318,42.892916623268704,5.002728031500036,-0.8990850984670812,1.7231531078656177,3.890083976980879,2.562842930453703,25.98088293602097,16.329460775217434,1.766842068420679,73.21968678479358,0.1931763837431209,0.9446939103546275,0.2109535798259352,-0.029843251341817055
700,29.33099668173503,-116.92596200497417,0.6348288155542492,43.0909708292235,0.7612896183284362,-1.78693034264187,1.2915981160842556,3.8643402239510505,2.996406891800796,29.33099668173503,15.800036990869515,1.0889302145630613,125.85854765143125,0.4547346157797358,2.2331209034003967,2.2997834193827433,-0.6190033852312938
701,27.450776085726588,-114.70907012948021,1.0059551880985413,40.75407640009903,2.0566319667569104,-0.6799063532394035,1.004299115030112,4.8559743505203485,3.5825154012320644,27.450776085726588,17.449775189605084,1.2741304628221772,159.47652435873763,0.8980187474050281,0.8768091146617857,0.7266350259895248,2.2336555616017035
702,31.408893931864437,-111.2800129953849,2.326665287534227,38.00431209264664,0.521482744372426,-0.4193508746724435,0.2303135821034351,6.229717599323342,1.0263967375924035,31.408893931864437,30.8329272356558,0.9107745712334189,26.636373098369006,0.6267501279842,1.5367013242341945,0.20853944547500214,-0.2016675567850825
703,30.55308773591356,-110.36654550068592,4.954321489415885,39.71949112940346,0.3723513622962664,-1.3564094664424304,0.3290923721839307,5.402242594519531,1.4718816901794556,30.55308773591356,28.772580859607785,0.8229777022198768,32.3552113453778,0.5009532942004009,4.147041676878505,0.23298150577204554,0.3465642554511299
